"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Francia","FRA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77440","77370","76630","76790","76690","77010","76170","74570","74570","74280","75360","75140","73020","71530","70210","68960","67970","67900","67740","66360","65990","63990","63110","62730","61860","61040","59940","59130","58340","","","",
"Islas Feroe","FRO","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia (Estados Federados de)","FSM","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","10","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","60","60","60","","","",
"Gabón","GAB","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2100","2040","1990","1930","1870","1730","1520","1360","1200","1040","870","870","910","940","990","970","1010","1020","1060","1010","1040","1090","1090","1110","1080","1100","1130","1150","1120","","","",
"Reino Unido","GBR","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129970","131080","130760","129280","122300","124100","122840","120740","117130","111720","107460","104030","102040","96660","92030","87540","83520","79810","74840","70630","65750","63080","61440","56720","53780","52150","52050","51630","51210","","","",
"Georgia","GEO","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16220","14270","11770","9800","8380","7280","7350","7380","7350","7370","7400","6410","6410","6770","6490","6070","6020","5880","5800","5730","5710","5670","5740","5710","5700","5410","5380","5310","5210","","","",
"Ghana","GHA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5860","6250","6390","6710","7010","7340","7700","8340","9050","8670","9640","9700","9960","10580","10490","11540","11480","11540","11900","12060","12560","14300","15230","16840","18050","19540","20230","20850","21350","","","",
"Gibraltar","GIB","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6180","6400","6620","6860","7130","7400","7180","7380","7890","7830","8210","8590","9200","9330","9410","10180","10390","10640","10970","11340","13150","14000","14930","15370","15840","16170","17460","17670","17830","","","",
"Gambia","GMB","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3920","4060","4170","4290","3820","3350","2870","2340","1860","1360","890","850","840","920","990","1020","1080","1110","1250","1550","1660","1370","1490","1560","1610","1620","1640","1660","1700","","","",
"Guinea-Bissau","GNB","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","880","880","910","920","940","960","930","910","920","990","1000","1140","1160","1160","1120","1110","1200","1210","1190","1250","1310","1290","1390","1390","1340","1420","1450","1490","1500","","","",
"Guinea Ecuatorial","GNQ","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120","170","220","270","320","370","1870","3370","4870","6370","7870","9770","11660","13560","15450","17340","17100","16850","16600","16360","16110","15640","15160","14690","14220","13750","13240","12730","12230","","","",
"Grecia","GRC","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10690","10590","10690","10770","10970","11040","11240","11190","11400","11340","11440","10660","10680","10710","10900","10870","10940","10910","10840","10530","10730","10520","10370","10020","9890","9720","9400","9460","9670","","","",
"Granada","GRD","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1720","1730","1750","1760","1770","1780","1800","1810","1820","1840","1850","1860","1870","1880","1900","1910","1920","1930","1940","1950","1950","1960","1970","1980","1990","2000","2010","2020","2030","","","",
"Groenlandia","GRL","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5750","5950","6300","6640","6630","6750","6970","7250","7490","7910","8150","8420","8670","8570","8730","9100","9160","9590","9830","10200","10450","10490","10670","10840","11130","11360","11540","11660","11750","","","",
"Guam","GUM","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810","1010","1070","1190","1180","1370","1370","1410","1310","1410","1200","1250","1140","1320","1210","1140","1110","1140","1230","1270","1320","1380","1410","1550","1690","1750","1440","1600","1540","","","",
"Ingreso alto","HIC","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1895570","1891350","1883260","1858230","1853240","1843120","1831430","1815090","1784980","1773820","1765870","1757390","1725760","1674260","1679310","1647670","1659360","1640460","1627290","1607750","1589300","1604760","1591250","1548000","1557300","1551890","1522530","1550330","1557710","","","",
"Hong Kong, Región Administrativa Especial","HKG","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7530","7600","7650","7330","7730","7580","7250","6830","6350","5680","5480","5660","6070","6790","6760","7040","6960","7050","7190","7450","7530","7620","7650","7770","7850","7850","7970","8010","8150","","","",
"Países pobres muy endeudados (PPME)","HPC","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","346140","358230","370510","379720","391910","399180","403390","411730","429380","433510","439410","440310","463780","484090","490200","512540","516260","533630","552330","561720","584900","607520","639900","671330","698350","730380","749560","756750","769770","","","",
"Croacia","HRV","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4110","3990","3720","3680","3540","3450","3400","3370","3340","3380","3300","3380","3400","3510","3650","3620","3740","3780","3750","3810","3790","3790","3730","3630","3630","3720","3740","3760","3820","","","",
"Haití","HTI","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3070","3240","3620","3510","3510","3560","3610","3760","3800","3860","4090","4130","4170","4210","4220","4260","4270","4320","4340","4380","4420","4460","4490","4530","4540","4590","4670","4700","4730","","","",
"Hungría","HUN","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11740","11680","10490","9960","9430","8810","9030","8930","8730","8800","8950","8870","8770","9030","8610","8380","8230","8120","8010","7990","7950","7780","7640","7460","7290","7210","7200","7140","7120","","","",
"Sólo BIRF","IBD","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4236500","4197670","4125030","4082180","4058190","4066200","4088460","4065750","4088630","4133610","4175330","4228380","4284410","4389920","4474440","4525040","4613480","4705760","4797340","4820780","4925900","4979910","5017490","5036420","5073210","5107980","5152690","5182190","5191510","","","",
"BIRF y la AIF","IBT","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5062230","5041370","4985680","4990980","4970890","4991250","5020530","4997050","5034630","5096800","5155880","5219250","5309470","5451610","5552840","5643290","5765320","5896180","6021420","6043880","6174070","6259780","6335120","6387910","6455750","6525620","6601440","6642950","6672760","","","",
"total de la AIF","IDA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","825730","843700","860650","908800","912700","925050","932070","931300","946000","963190","980550","990870","1025060","1061690","1078400","1118250","1151840","1190420","1224080","1223100","1248170","1279870","1317630","1351490","1382540","1417640","1448750","1460760","1481250","","","",
"mezcla de la AIF","IDB","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","303260","308040","308330","343310","333020","331540","331680","320040","314690","319180","327200","335420","343200","354710","361870","373240","396140","411790","420950","405850","406960","421570","430860","439670","447540","456250","466830","468970","475250","","","",
"Indonesia","IDN","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","298410","301810","311310","314130","317860","320580","321110","318570","319960","319400","321480","312800","306860","298190","293680","285560","279110","274170","268720","265870","261610","255270","251460","255020","264090","269470","277450","283940","287500","","","",
"Sólo AIF","IDX","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","522470","535660","552320","565490","579680","593510","600390","611260","631310","644010","653350","655450","681860","706980","716530","745010","755700","778630","803130","817250","841210","858300","886770","911820","935000","961390","981920","991790","1006000","","","",
"Isla de Man","IMN","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","522740","528530","533310","539000","543900","551490","560740","567460","577290","584490","589050","594700","589390","598510","606520","621230","630640","642980","650450","644140","650140","653590","650410","653530","653670","652000","657690","661610","666510","","","",
"No clasificado","INX","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irlanda","IRL","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15460","15750","15800","15930","15960","16010","16000","16000","16430","16480","16970","17050","16950","17520","16580","16100","16060","15400","15160","14890","14390","14400","14840","15240","15580","15860","16490","16770","16820","","","",
"Irán, República Islámica del","IRN","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62240","63290","66460","68220","70080","73810","77820","81220","85240","88120","90710","96600","102300","108580","114990","121470","127540","133540","136920","143210","149420","147490","146580","145340","139340","139180","143250","146030","149690","","","",
"Iraq","IRQ","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9610","8550","9050","9700","9840","9680","9300","9990","10510","10760","11050","11140","11400","10830","11260","11870","12280","12730","13090","14040","14380","15040","15590","15740","16170","15360","15840","16340","16750","","","",
"Islandia","ISL","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","510","510","520","530","540","550","560","560","570","580","570","580","570","570","570","560","610","610","600","600","600","570","540","540","550","560","550","540","530","","","",
"Israel","ISR","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8350","8610","8900","9180","9480","9760","10070","10130","10210","10290","10360","9050","7710","6410","6900","7480","7850","8000","8080","8240","8210","8880","9550","10230","10900","11580","11730","11890","12070","","","",
"Italia","ITA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54560","53520","53510","52980","53180","52860","53390","53760","53330","53170","53840","51900","52000","51420","50260","50190","49130","49120","49330","49120","49280","47070","47920","45960","45090","45010","44680","44340","43670","","","",
"Jamaica","JAM","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1070","1110","1170","1160","1130","1150","1110","1090","1100","1110","1120","1130","1130","1170","1110","1090","870","830","830","820","820","830","830","830","830","830","800","790","780","","","",
"Jordania","JOR","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8240","8740","9260","9700","10030","9000","7930","6840","5750","4730","3630","3720","3840","3950","4050","4200","4300","4510","4750","4800","4940","5110","5260","5440","5640","5790","6050","6160","6300","","","",
"Japón","JPN","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37850","37180","37070","36460","36160","34970","33490","32750","31280","30740","30120","28870","28060","27570","27470","27120","26740","26380","25730","25250","24930","23770","23430","23130","22580","21900","21440","21220","21110","","","",
"Kazajstán","KAZ","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52970","54140","48820","45610","43710","37690","33610","29970","27330","23850","26660","29170","32260","31790","33840","33630","36150","36080","39190","36560","41490","40780","41640","41000","41450","40440","40060","43290","41360","","","",
"Kenya","KEN","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21660","21000","20960","20930","21050","21020","20290","20530","21090","22400","21280","21280","22030","23150","24350","23840","23680","34590","35280","34350","34760","35930","36190","36130","37000","37900","40480","38630","40250","","","",
"Kirguistán","KGZ","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7590","7800","6940","5930","4530","4060","3850","3840","3650","3530","3580","3670","3720","3590","3790","3680","3740","3800","3890","4090","4150","4260","4360","4490","4640","4710","4800","4880","4990","","","",
"Camboya","KHM","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13120","12820","13210","14000","12860","14800","14800","14950","14870","15710","14850","14920","15210","16440","16220","17480","18360","18660","18840","19260","19440","20380","20000","20020","19830","19710","20160","20470","20310","","","",
"Kiribati","KIR","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","10","10","10","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","","","",
"Saint Kitts y Nevis","KNA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","70","70","70","70","70","70","70","70","70","70","70","70","70","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","","","",
"Corea, República de","KOR","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29170","28900","28260","27800","27660","27430","28010","28320","26620","26460","26430","26940","27070","27140","26300","26420","26460","26180","26170","26230","26780","26630","26860","26680","26170","25960","25770","25600","25530","","","",
"Kuwait","KWT","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2470","2650","2880","3140","3390","3640","3690","3730","3770","3820","3870","3980","4160","4320","4450","4600","4620","4650","4680","4710","4720","4920","5120","5340","5560","5760","5870","5970","6080","","","",
"América Latina y el Caribe (excluido altos ingresos)","LAC","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","661420","676880","687590","699970","713450","716670","714500","726060","733570","737820","742960","764560","791030","821450","841550","849390","852860","866380","881450","887180","897840","896890","895530","896380","912350","928680","936090","940250","938510","","","",
"República Democrática Popular Lao","LAO","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5780","5590","5710","5640","5850","5760","5690","5800","5410","5290","5450","5630","5720","5850","6060","5950","5980","6190","6330","6560","6930","6710","7260","7250","7400","7580","7850","7820","7610","","","",
"Líbano","LBN","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1210","1260","1290","1330","1360","1490","1650","1780","1930","2070","2210","2250","2300","2350","2390","2440","2500","2540","2600","2650","2680","2790","2860","2920","2980","3030","3100","3170","3250","","","",
"Liberia","LBR","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2590","2430","2290","2130","1990","1850","1940","2070","2180","2280","2370","2440","2510","2600","2670","2740","2890","3030","3170","3430","3470","3970","4470","4960","5480","6040","6070","6140","6210","","","",
"Libia","LBY","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67790","67940","68070","68200","68360","68560","68820","68950","69230","69320","69390","71860","74320","76820","79340","81840","82510","83130","83680","84280","84890","73100","61300","49520","37720","25910","29890","33840","37790","","","",
"Santa Lucía","LCA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","680","700","710","720","730","650","560","480","390","310","220","220","230","230","230","230","240","240","240","250","250","250","260","260","260","270","270","270","270","","","",
"América Latina y el Caribe","LCN","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","754860","773950","788020","802960","819600","825150","824620","837950","847090","853270","859970","880640","906260","936290","955900","963110","966870","979970","995800","1001120","1006090","1006150","1009100","1009840","1026870","1042970","1048520","1051350","1049410","","","",
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","481070","487790","498590","506420","514900","528220","535080","545620","567790","580510","590130","596130","626220","655210","668960","698550","710840","737260","763670","780250","807620","826530","857170","883080","907380","935490","954680","963940","974960","","","",
"Países de ingreso bajo","LIC","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","316490","323040","330080","333510","340410","346830","354250","362550","377950","382080","388500","389100","409600","426030","434740","452260","460630","480230","498850","510010","527590","539010","561010","576450","592390","609380","625310","632550","644370","","","",
"Liechtenstein","LIE","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","","","",
"Sri Lanka","LKA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18400","18230","18710","19170","19280","19470","16700","14590","11720","9940","7690","7610","7830","8220","7880","8560","8610","8460","9160","8980","9450","9640","9760","10090","9220","9650","9900","9110","10030","","","",
"Países de ingreso mediano bajo","LMC","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1832410","1853020","1871820","1921410","1926260","1943010","1956620","1953680","1961440","1999130","2014740","2026180","2040980","2081640","2096500","2132260","2170090","2210590","2232830","2213860","2232380","2257770","2264930","2288440","2303390","2323700","2358340","2377830","2397740","","","",
"Ingreso mediano y bajo","LMY","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4943010","4921360","4862640","4864810","4841240","4859420","4887340","4860930","4897780","4957420","5014670","5077520","5170550","5312530","5413910","5503700","5626050","5758740","5884380","5909740","6045980","6132530","6204340","6257320","6324680","6393750","6472410","6514560","6544370","","","",
"Lesotho","LSO","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1270","1280","1390","1370","1350","1320","1300","1290","1250","1590","1550","1540","1440","1470","1430","1530","1570","1690","1760","1860","1940","2040","2120","2130","2190","2250","2250","2360","2320","","","",
"avanzada del dividendo demográfico","LTE","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2546750","2500030","2417910","2358900","2319370","2314490","2317220","2280890","2292560","2311210","2342660","2392070","2439300","2515190","2588520","2620130","2692540","2755510","2823560","2863330","2968480","3023350","3082990","3112840","3151300","3195480","3217390","3223600","3217690","","","",
"Lituania","LTU","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7130","7060","7350","6280","5580","5160","5000","4990","4850","4580","4390","4140","4170","4230","4270","4230","4190","4190","4030","3900","3850","3680","3660","3540","3450","3420","3320","3230","3150","","","",
"Luxemburgo","LUX","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","610","600","600","590","590","590","580","580","600","570","580","580","560","560","550","550","560","560","560","560","540","530","540","550","550","550","550","540","","","",
"Letonia","LVA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4030","4020","4550","3930","2850","2590","2550","2440","2340","2230","2110","2130","2170","2100","2040","2060","2050","2050","2070","2000","1980","1920","1970","1990","2050","1980","1990","1960","1940","","","",
"Región Administrativa Especial de Macao, China","MAC","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isla de San Martín (parte francesa)","MAF","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marruecos","MAR","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11380","11210","11050","10260","10520","10510","10880","11300","11320","11670","12030","12170","12270","12550","12850","13020","13430","13650","14030","14330","14810","15460","15770","16220","16660","16980","17200","17390","17670","","","",
"Mónaco","MCO","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República de Moldova","MDA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5710","5690","5190","4810","5060","4950","4990","4440","4070","4070","3900","3640","3690","3740","3670","3570","3460","3510","3340","3270","3300","3340","3330","3330","3380","3390","3370","3370","3310","","","",
"Madagascar","MDG","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17120","17130","17400","17760","17490","17640","17680","17700","18170","18030","17830","17030","16130","17200","16730","18790","18210","18830","18190","18490","18400","17890","18410","17090","17390","17280","17810","16520","17470","","","",
"Maldivas","MDV","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","50","50","50","50","50","50","60","60","60","60","60","70","70","70","70","80","80","90","90","90","100","100","110","110","120","120","130","130","","","",
"Oriente Medio y Norte de África","MEA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","290010","297690","309210","317990","327630","342230","355840","369650","382560","396080","408350","420660","434670","448300","465100","481650","494680","507750","515970","526510","537280","524430","510870","500600","485950","474990","487600","497780","510260","","","",
"México","MEX","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86800","87400","86840","94680","95270","96250","100680","104940","107070","102950","105230","103990","104990","107690","106610","108600","112570","119140","133990","132720","128720","129500","122780","122230","131150","140460","141710","143310","144610","","","",
"Islas Marshall","MHL","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","","","",
" Ingreso mediano","MIC","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4626520","4598320","4532560","4531300","4500830","4512590","4533090","4498380","4519830","4575340","4626170","4688420","4760950","4886500","4979170","5051440","5165420","5278510","5385530","5399730","5518390","5593520","5643330","5680870","5732290","5784370","5847100","5882010","5900000","","","",
"Macedonia del Norte","MKD","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2670","2620","2410","2430","2350","2390","2390","2360","2330","2230","2280","2240","2210","2330","2370","2320","2350","2350","2400","2340","2380","2430","2380","2390","2420","2460","2490","2520","2520","","","",
"Malí","MLI","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9140","9110","9130","9250","9430","9670","10340","10650","11390","12280","12840","12780","13050","13620","14780","15360","15290","15900","16660","16680","17860","18230","18680","19320","19580","20250","22060","22530","23290","","","",
"Malta","MLT","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160","160","180","180","190","180","190","200","200","210","220","220","230","240","240","260","260","270","190","200","210","190","200","190","200","210","220","220","220","","","",
