"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Myanmar","MMR","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40140","39610","41790","43700","44910","46470","46010","44900","45610","49150","50000","50970","51480","52750","54710","57360","60640","62010","62830","63670","64630","62750","62740","63510","64500","65940","67010","67120","65790","","","",
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240700","245920","254880","261110","268090","278230","287530","297320","306270","315840","324000","333600","344840","355680","367820","379610","389160","398620","403890","411100","418610","405120","391060","375160","355470","339230","349060","356480","366340","","","",
"Montenegro","MNE","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","960","940","830","830","810","850","850","840","830","800","730","710","700","700","690","650","700","740","780","830","870","830","840","830","840","840","830","830","820","","","",
"Mongolia","MNG","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8920","9200","9010","8890","8750","9410","9980","10530","10830","11260","11420","9780","7950","7970","7620","8370","9320","10620","10830","11100","9050","10390","11680","12570","14390","16010","17010","17950","17860","","","",
"Mariana","MNP","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10600","10640","10700","10770","10810","10900","10820","10170","11200","10810","10210","11380","12450","12560","12400","13600","13100","13850","14380","13250","14250","14110","15080","15850","16360","16100","15590","15830","16850","","","",
"Mauritania","MRT","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4040","4200","4120","4270","4210","4240","4480","4690","4880","5150","5350","5420","5480","5590","5530","5610","5820","5800","5400","5790","6120","6160","6310","6440","6630","6700","7040","6860","6830","","","",
"Mauricio","MUS","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","890","900","910","920","930","950","1040","1130","1220","1320","1410","1530","1460","1510","1520","1510","1590","1620","1640","1670","1700","1730","1760","1800","1830","1860","1880","1910","1930","","","",
"Malawi","MWI","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8640","7760","6870","6000","5030","5280","5400","5460","5680","5750","5930","6190","6520","6880","7120","7480","7330","7280","7280","7160","7190","7730","8320","8860","9420","10050","10330","10530","11020","","","",
"Malasia","MYS","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27250","27860","28690","29620","30660","31330","32110","32960","33670","34350","35190","35810","36690","37610","38600","39450","40090","41020","41540","42270","42720","43310","43890","44800","45350","46060","46250","46460","46580","","","",
"América del Norte","NAC","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","853380","858040","860920","846350","855960","847120","843980","829980","812250","796300","785560","777720","763610","761680","757850","753880","754580","745370","755450","741110","740140","718210","710700","713410","717930","712020","699690","706880","716570","","","",
"Namibia","NAM","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4570","4690","4610","4460","4440","4430","4300","4230","4570","4630","5080","4880","4360","4640","4810","5210","5690","5350","4530","5880","5530","7810","8540","5090","4720","4610","4970","4960","4510","","","",
"Nueva Caledonia","NCL","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Níger","NER","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9040","9420","9800","10270","10680","11110","11600","12090","12560","13080","13660","14220","14760","15350","15980","16570","17230","18030","18820","19670","19550","20840","22200","23690","25140","26520","27620","28690","29860","","","",
"Nigeria","NGA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113180","115210","116080","117230","119250","112560","106920","102020","96980","91240","85330","88060","91170","94770","98380","102790","103860","104140","104600","103950","107050","111970","115840","118320","121000","123320","126910","126830","127900","","","",
"Nicaragua","NIC","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5880","4890","5340","5900","5950","5320","5230","5680","5610","6490","6740","6800","6930","7270","7080","7390","7460","7480","7540","7620","7780","8370","8630","9010","9380","9690","9680","9510","9830","","","",
"Países Bajos","NLD","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31700","32040","31560","30980","30250","29630","28990","27530","26590","25500","24400","23760","22680","21880","21400","20130","19550","19730","20190","19940","19910","19300","18890","18880","18700","19000","18830","17960","17260","","","",
"Noruega","NOR","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5850","5900","6000","6070","6130","6090","6130","6160","5960","5760","5850","5880","5710","5780","5770","5520","5410","5490","5310","5290","5320","5210","5130","5100","5160","5070","4990","4930","4850","","","",
"Nepal","NPL","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16630","16720","16520","17200","17570","18490","19210","19850","20520","21210","21840","22070","22450","22880","23320","23710","24130","24370","25130","25740","26050","26950","27890","28390","29070","29430","29720","30510","30800","","","",
"Nauru","NRU","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Nueva Zelandia","NZL","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32830","32230","31930","31840","32770","33540","33260","33340","32750","33150","32590","32880","33610","33690","33620","33570","33830","33470","32950","33330","33350","33190","33550","33370","33670","32810","32810","32630","32530","","","",
"Miembros OCDE","OED","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2003920","1996080","1985900","1966570","1959790","1946570","1935570","1920050","1888700","1868530","1860410","1846890","1811140","1758600","1758650","1726500","1740570","1730280","1731890","1709140","1686720","1701840","1681910","1632650","1648110","1642880","1615040","1645360","1656590","","","",
"Omán","OMN","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2600","2740","2870","3010","3150","3280","3380","3490","3600","3730","3820","3800","3760","3740","3700","3690","3820","3950","4070","4200","4340","4490","4640","4980","5130","5280","5340","5400","5460","","","",
"Otros Estados pequeos","OSS","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41950","42300","42590","42410","42370","43310","45800","47470","49380","51800","54050","58380","61120","61590","65330","69760","72180","71910","75990","74200","80280","84670","80080","76390","74810","75050","74670","75790","73990","","","",
"Pakistán","PAK","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70350","71670","72640","74850","76110","77770","81420","83560","85890","88410","89830","91100","93780","97040","99590","102450","109300","112110","116860","119810","119250","125320","127770","132760","136690","139810","143280","147540","151020","","","",
"Panamá","PAN","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4270","4340","4440","4510","4600","4500","4340","4080","3980","3830","3670","4010","4100","4140","4170","4320","4420","4440","4640","4760","4860","5060","5140","5220","5170","5140","5230","5260","5390","","","",
"Perú","PER","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17240","17050","17030","17130","18260","19640","20690","21630","22850","24680","25580","25800","26350","26680","26650","27730","27740","28150","28610","29110","29330","29550","29920","30110","30270","30600","30920","31110","31410","","","",
"Filipinas","PHL","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45770","46870","45220","46490","49970","51680","54000","53950","48910","56340","57180","57920","58400","58680","60240","60080","60760","61870","63330","64070","62450","63680","64950","65610","65770","65410","64990","67430","67660","","","",
"Palau","PLW","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","10","10","10","10","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","","","",
"Papua Nueva Guinea","PNG","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3270","4260","5280","6310","7330","8360","8120","8010","7750","7560","7350","7220","7130","6960","6850","6530","6600","6530","6540","6570","6590","7480","8400","9280","10240","11200","11130","11190","11310","","","",
"Polonia","POL","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67020","62280","60610","58740","58030","56760","55930","55740","53490","52440","51250","52880","51290","51590","51080","51520","51670","50900","50580","49270","49400","48080","47540","47670","47090","47480","46800","47240","47540","","","",
"previa al dividendo demográfico","PRE","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","447940","459370","470840","484840","497810","497820","495670","500670","515530","517300","521590","526890","553780","585180","600350","628530","630930","658190","676320","684200","707880","730720","758950","782090","803140","828030","850560","851970","865170","","","",
"Puerto Rico","PRI","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Corea, República Popular Democrática de","PRK","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30550","28860","27330","25780","24260","22730","20990","19640","18250","16960","15440","15830","16090","15730","15340","15000","15590","16170","16700","17300","17890","18110","18310","18390","18460","18390","18510","18650","18710","","","",
"Portugal","PRT","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11140","11230","11320","11290","11690","11900","12040","12220","12460","12540","12540","12330","12560","12850","12980","12580","12410","12270","11820","11640","11570","11880","11630","11430","11410","11440","11380","11510","11320","","","",
"Paraguay","PRY","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17510","16650","17170","18360","19310","20510","20250","20500","20780","21060","20800","21860","21220","22670","21520","22310","22570","23820","23410","25030","26150","26680","27920","28470","29860","29620","29400","30100","29070","","","",
"Ribera Occidental y Gaza","PSE","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Estados pequeos de las Islas del Pacfico","PSS","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1630","1710","1770","1830","1920","1970","2000","1990","2010","2000","2000","2010","1980","2010","2050","2060","2070","2120","2120","2110","2130","2200","2270","2350","2420","2040","2060","2110","2130","","","",
"posterior al dividendo demográfico","PST","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1952110","1941210","1915060","1876240","1858960","1834070","1814150","1787470","1748820","1734920","1714000","1695560","1659320","1610290","1599800","1555220","1560340","1540170","1520240","1492060","1471670","1492210","1473850","1421780","1420890","1404220","1370720","1394720","1398670","","","",
"Polinesia Francesa","PYF","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1370","1460","1550","1650","1740","1820","1910","2000","2080","2170","2260","2400","2580","2770","2950","3100","3550","4190","4630","5100","5540","5970","6390","6820","7180","7690","7890","8080","8110","","","",
"Rumania","ROU","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51660","44820","40270","37250","37690","37080","37110","35480","33020","32130","32950","34920","33640","33450","32360","31680","30910","29440","29280","27920","27230","25490","25650","25490","25380","25110","24470","24130","23780","","","",
"Federación de Rusia","RUS","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","929970","863520","780890","724720","666920","639730","622220","610380","597720","598700","617060","642040","669090","719380","752800","765480","780690","791130","793090","774470","801360","814670","824270","825640","830220","835560","852550","850170","849570","","","",
"Rwanda","RWA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2280","2290","2250","2200","2140","2000","2080","2130","2230","2340","2340","2440","2500","2450","2320","2170","2320","2410","2520","2560","2690","2590","2590","2630","2650","2930","2820","2830","2910","","","",
"Asia meridional","SAS","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","702340","709570","716080","725100","732620","743940","755240","763890","773900","785210","788860","794650","795760","810080","820410","840960","861820","880960","901130","902400","914350","935140","945160","963900","977960","989370","999970","1011970","1024650","","","",
"Arabia Saudita","SAU","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19500","20890","22290","23660","25050","26390","27730","29050","30290","31460","32860","34160","35430","36700","38130","39440","40600","41890","42900","43950","45480","42070","38500","39750","40680","41770","42570","43370","44170","","","",
"Sudán","SDN","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29270","30200","32780","35040","36970","37850","39050","40260","42220","43390","45530","43530","45890","47550","48840","50780","49820","52060","52370","53460","52350","52450","55920","56420","56720","57640","58050","58410","58850","","","",
"Senegal","SEN","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6830","7010","7180","7370","7550","7660","7980","7970","7890","8350","8810","8570","8240","8010","8610","8880","9160","8940","9330","9390","9740","9950","9790","10140","10110","10220","10640","10780","10750","","","",
"Singapur","SGP","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1260","1260","1320","1380","1440","1500","1540","1590","1630","1670","1710","1820","1930","2040","2150","2260","2440","2610","2790","2960","3140","3280","3420","3560","3700","3840","3940","4050","4150","","","",
"Islas Salomón","SLB","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220","230","240","240","250","250","260","260","270","280","280","290","290","300","310","320","330","330","340","350","350","360","370","380","380","390","400","410","410","","","",
"Sierra Leona","SLE","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2700","2670","2670","2740","2700","2600","2240","2260","2220","2100","2060","2440","2700","3120","3420","3580","4290","3770","3480","3680","3610","3890","4480","4360","4590","4590","4800","4740","4610","","","",
"El Salvador","SLV","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3480","3590","3680","3660","3820","3660","3960","3840","3720","3900","3820","4110","4290","4240","4300","4340","4450","4560","4620","4540","4410","4110","4280","3940","4180","4150","4030","3980","3990","","","",
"San Marino","SMR","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17570","15690","14420","15700","16920","17370","17770","18130","18220","18450","18650","19040","19310","19480","19710","20020","19220","18560","18610","18660","18810","18960","19190","19280","19420","19490","19490","19400","19430","","","",
"Serbia","SRB","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14860","14680","13570","13590","13460","13840","13860","13830","13780","13210","12340","11970","11740","11560","11410","10840","11070","11400","11560","11670","11850","11930","12030","12120","12370","12490","12400","12430","12400","","","",
"África al sur del Sahara (excluido altos ingresos)","SSA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","548690","562600","576850","585890","601510","601960","602900","607640","625600","625540","628720","635730","667410","694940","710930","743120","746190","776000","797220","802030","831000","851550","870620","886120","900260","923120","946210","950690","962080","","","",
"Sudán del Sur","SSD","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14980","15450","16840","18050","19080","19530","21960","24400","27250","29670","32620","32800","35370","37570","39560","41910","42430","44740","45970","47620","48070","44600","43230","39380","36380","33200","33820","32780","34170","","","",
"África al sur del Sahara","SSF","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","548750","562660","576910","585950","601570","602020","602960","607710","625670","625610","628790","635800","667490","695020","711010","743200","746270","776080","797300","802110","831090","851640","870710","886210","900350","923210","946300","950780","962170","","","",
"Pequeños Estados","SST","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58130","59080","59880","59990","60240","60320","61710","62250","62990","64430","65310","69820","72360","73230","76910","81240","83610","83520","87870","86360","92640","97260","92770","89380","88050","88000","87360","88730","86900","","","",
"Santo Tomé y Príncipe","STP","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","40","40","40","40","40","40","40","40","30","30","30","30","20","20","20","20","20","20","20","20","20","30","30","30","30","30","","","",
"Suriname","SUR","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","780","860","960","920","960","1000","1020","990","1010","1040","1010","1050","920","1000","1000","940","1010","1040","1120","1270","1310","1350","1330","1350","1400","1380","1400","1390","1370","","","",
"República Eslovaca","SVK","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7850","7690","7270","6740","6310","6150","6230","6040","5920","5700","5400","5280","5200","5130","5140","5030","4830","4700","4780","4540","4640","4770","4290","4450","4210","4320","4380","4360","4360","","","",
"Eslovenia","SVN","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2860","2790","2540","2540","2500","2520","2540","2520","2500","2390","2420","2470","2480","2520","2460","2420","2380","2340","2310","2200","2200","2180","2110","2050","1920","1960","2010","2000","1980","","","",
"Suecia","SWE","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8450","8420","8540","8470","8350","8200","8180","8100","7900","7660","7440","7310","7080","6870","6880","6650","6480","6200","5900","5740","5620","5460","5290","5180","5040","4840","4770","4720","4580","","","",
"Eswatini","SWZ","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1290","1330","1370","1260","1290","1320","1360","1390","1410","1420","1440","1390","1420","1490","1500","1530","1460","1470","1440","1400","1420","1430","1450","1460","1470","1460","1470","1490","1500","","","",
"Sint Maarten (Dutch part)","SXM","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","60","60","60","60","60","60","70","70","70","70","70","80","80","80","80","80","80","80","80","90","90","90","90","90","90","90","90","90","","","",
"República Árabe Siria","SYR","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25060","26970","28740","29950","31960","33980","34030","34070","34260","34010","33840","32820","32290","31890","31600","31240","31470","31660","31070","30860","30440","27340","23760","20160","16530","12920","12900","12820","12770","","","",
"Islas Turcas y Caicos","TCA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9080","13350","13920","14500","15140","15840","17450","17970","18570","19780","21370","21650","24720","27600","30300","33310","33730","34720","35350","35810","37090","38840","40630","42300","44030","47400","50260","52140","53990","","","",
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1275060","1297210","1320790","1336650","1363590","1402570","1436100","1407870","1429680","1459990","1471450","1461710","1454310","1452030","1469530","1479850","1529890","1574160","1627310","1677800","1722560","1761700","1807700","1841910","1879560","1917540","1927910","1942240","1942550","","","",
"Europa y Asia central (BIRF y la AIF)","TEC","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1555380","1466600","1343460","1292740","1199300","1153540","1129420","1097630","1067360","1071900","1097810","1127720","1155820","1217740","1243080","1250930","1285970","1301150","1311030","1265030","1296940","1315910","1327250","1326780","1331360","1328640","1345220","1345300","1342910","","","",
"Togo","TGO","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2030","1950","1860","1880","1910","1910","1940","2150","2440","2380","2530","2490","2670","2780","2720","3210","3010","2880","2990","3050","3020","3260","3180","3310","3250","3460","3370","3410","3450","","","",
"Tailandia","THA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56910","59240","60420","60540","60950","62100","63730","67500","66800","70010","71670","73280","72610","75970","76630","78820","79800","83440","84290","86840","90550","90180","90180","88760","84430","80780","76800","84450","84140","","","",
"Tayikistán","TJK","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4960","4880","4370","4100","3650","3410","3160","3130","2960","2850","2870","2950","2980","3140","3230","3430","3570","3660","4090","4310","4340","4500","4740","4920","5020","5240","5400","5490","5520","","","",
"Turkmenistán","TKM","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32410","30120","26660","24910","22860","24150","25390","26070","27430","28990","30680","32490","34700","36980","38920","37710","36540","34760","33940","32220","30880","34540","38830","42650","46430","50200","50030","49870","49580","","","",
"América Latina y el Caribe (BIRF y la AIF)","TLA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","740000","759410","773560","789430","805720","810950","809280","822630","831750","838250","844970","865770","891250","921060","940990","948740","952210","965210","980760","985440","990520","990270","993240","993950","1011050","1027630","1032980","1036180","1034140","","","",
"Timor-Leste","TLS","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","330","390","390","410","460","480","510","500","520","430","490","1520","2390","3270","4030","4990","5340","5630","5990","6280","6580","6460","6380","6200","6080","6000","5790","5520","5280","","","",
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240700","245920","254880","261110","268090","278230","287530","297320","306270","315840","324000","333600","344840","355680","367820","379610","389160","398620","403890","411100","418610","405120","391060","375160","355470","339230","349060","356480","366340","","","",
"Tonga","TON","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120","120","130","130","120","110","110","100","100","90","90","90","90","90","90","90","90","90","90","90","90","90","100","100","100","100","100","100","100","","","",
"Asia meridional (BIRF y la AIF)","TSA","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","702340","709570","716080","725100","732620","743940","755240","763890","773900","785210","788860","794650","795760","810080","820410","840960","861820","880960","901130","902400","914350","935140","945160","963900","977960","989370","999970","1011970","1024650","","","",
"África al sur del Sahara (BIRF y la AIF)","TSS","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","548750","562660","576910","585950","601570","602020","602960","607710","625670","625610","628790","635800","667490","695020","711010","743200","746270","776080","797300","802110","831090","851640","870710","886210","900350","923210","946300","950780","962170","","","",
"Trinidad y Tobago","TTO","Emisiones de metano (kt de equivalente de CO2)","EN.ATM.METH.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","770","780","780","780","790","790","810","810","820","830","830","860","890","910","940","960","1000","1040","1070","1110","1150","1170","1190","1210","1230","1250","1260","1270","1280","","","",
