"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Ecuador","ECU","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3610","3740","3890","4030","4140","4220","4450","4820","4630","4300","4050","5280","4780","4710","4920","4700","4800","4530","4920","5150","5390","5450","5300","5250","5160","4670","4770","4820","4950","","","",
"Egipto, República Árabe de","EGY","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15510","16060","15910","16570","15590","17170","17510","17120","17610","17680","18420","18710","19410","19820","20980","20800","21270","21550","22580","23250","23640","23650","22630","22110","21640","21630","22130","22050","22320","","","",
"Zona del Euro","EMU","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250120","246000","239330","235950","240530","240020","247700","243280","225320","215390","210220","209250","207430","205950","205520","199380","190540","193750","182850","174250","165670","158680","158630","160190","161910","162550","159610","159760","157530","","","",
"Eritrea","ERI","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1220","1670","2150","2380","2860","3320","3460","3610","3670","3670","3710","3440","3290","3210","3110","3040","3090","3320","3420","3540","3610","3500","3320","3150","2970","2800","2840","2860","2900","","","",
"España","ESP","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21660","20890","19280","19850","20530","20340","22450","22130","23470","23530","23650","22770","22400","23370","22610","21280","21690","22190","20070","19660","20010","18950","18250","19150","19960","20100","19850","20140","20350","","","",
"Estonia","EST","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1870","1760","1530","1390","1250","1200","1160","1150","1180","1160","1180","1170","1170","1180","1210","1190","1190","1230","1290","1240","1260","1280","1310","1320","1370","1390","1330","1360","1350","","","",
"Etiopía","ETH","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23420","23610","24640","22300","22710","23150","24510","25130","27440","27370","26140","27060","30710","29570","30580","32060","33710","37390","38570","40390","42320","42140","44600","45710","47710","49190","50870","51880","52160","","","",
"Unión Europea","EUU","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","335370","319290","307660","303940","308110","307050","316250","311520","289330","277870","274960","274000","268960","268820","270400","263850","253260","257260","244320","229320","222040","215580","214250","215110","216380","218380","216210","216530","214110","","","",
"Frágiles y situaciones de conflicto afectados","FCS","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","203730","206040","211230","213550","277590","281630","287000","290850","303190","304730","310960","305780","317100","324550","328790","339230","338840","346640","353010","354140","360790","365050","375460","383150","388980","395030","407130","409720","415340","","","",
"Finlandia","FIN","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6450","5880","5710","5810","5980","5960","5970","6000","5840","5840","5880","5800","5980","5980","6120","6330","5980","6170","6490","5370","5030","4570","4580","4650","4700","4680","4650","4650","4670","","","",
"Fiji","FJI","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350","340","340","360","380","400","400","400","390","370","350","370","380","340","380","370","350","350","370","340","340","340","350","350","350","180","170","180","170","","","",
"Francia","FRA","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61150","61590","59500","59870","60740","61810","64460","64020","57050","51490","49250","50150","47830","47750","45280","43990","43150","44030","42100","39660","38620","36660","37240","38310","38300","38910","37550","38470","38030","","","",
"Islas Feroe","FRO","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia (Estados Federados de)","FSM","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","10","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","30","30","30","30","30","30","30","30","","","",
"Gabón","GAB","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200","1200","1200","1200","1190","1040","850","720","580","440","290","290","320","340","390","360","400","390","440","370","390","430","430","450","400","430","440","490","430","","","",
"Reino Unido","GBR","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53260","53370","48990","45200","45380","44030","43810","43830","44070","34410","34620","33840","31820","31790","32630","31900","31280","31560","31030","29310","29490","28480","28560","28310","28340","28460","28280","28280","28290","","","",
"Georgia","GEO","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2440","2240","1970","1660","1380","1290","1390","1490","1550","1690","1770","1560","1560","1530","1680","1850","1800","1750","1730","1760","1780","2020","2170","2330","2300","2190","2210","2100","2090","","","",
"Ghana","GHA","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3580","3680","3680","3740","3770","3810","4040","4110","4610","4120","4750","4200","4160","4540","4080","5070","4960","4730","4780","4630","4890","5310","5220","5630","5560","5850","5900","6150","5790","","","",
"Gibraltar","GIB","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2870","2940","3010","3100","3200","3300","2900","2920","3320","3060","3270","3740","4220","4150","4040","4650","4630","4670","4850","4850","4920","5320","5890","5920","6000","5970","7210","6950","6590","","","",
"Gambia","GMB","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","290","310","310","310","310","310","320","310","330","310","330","300","290","330","350","360","390","390","390","410","420","390","350","370","380","390","390","390","400","","","",
"Guinea-Bissau","GNB","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","530","530","540","550","560","570","530","510","510","560","550","710","730","730","690","630","710","710","650","700","730","730","790","740","770","800","770","800","830","","","",
"Guinea Ecuatorial","GNQ","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","20","20","20","20","20","20","20","20","20","20","20","30","30","30","30","30","30","30","30","40","40","40","40","40","40","40","40","40","","","",
"Grecia","GRC","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7660","7450","7320","6890","7030","6820","7120","6850","6700","6720","6640","6390","6450","6490","6090","5950","5670","5470","5660","5070","5420","5950","4990","4700","4590","4430","4400","4460","4450","","","",
"Granada","GRD","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","","","",
"Groenlandia","GRL","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2490","2650","2780","2920","2930","2980","2960","3040","3010","3220","3280","3370","3380","3680","3760","3970","3950","4070","3810","4150","4350","4610","4700","4770","4720","4950","4930","4990","5000","","","",
"Guam","GUM","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","650","640","650","640","720","740","770","770","810","770","780","810","840","930","830","840","840","900","860","900","850","900","940","920","970","900","850","970","","","",
"Ingreso alto","HIC","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810480","802110","798010","797990","818010","823220","838710","828130","804110","789200","792730","790750","778950","746920","775690","743680","749930","747240","702790","677810","665000","720880","715230","673250","686610","681170","669840","693530","691520","","","",
"Hong Kong, Región Administrativa Especial","HKG","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","1970","1960","1930","1880","2190","2040","2220","2250","2250","2480","2380","2070","2520","2510","2760","2750","2710","2510","2630","2630","2910","2790","2970","2910","2860","3050","3120","3210","","","",
"Países pobres muy endeudados (PPME)","HPC","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216930","220730","224480","225980","287370","289330","287860","288470","299020","295870","297110","291700","305810","318600","319450","334100","329750","339090","346080","346710","359470","363570","374210","384320","389700","399790","412990","412610","415970","","","",
"Croacia","HRV","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3010","2700","2810","2350","2390","2310","2340","2690","2160","2330","2490","2310","2450","2350","2730","2520","2950","3110","3460","2270","2540","2650","2350","1740","1710","1850","1630","1760","1790","","","",
"Haití","HTI","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","970","1030","1160","1120","1130","1150","1230","1250","1310","1320","1450","1450","1460","1470","1470","1480","1480","1500","1500","1530","1540","1550","1550","1570","1570","1580","1600","1590","1600","","","",
"Hungría","HUN","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9570","7500","5430","6100","6850","6100","7140","7020","6630","6550","6900","7420","6300","6230","7170","6820","6590","6050","5520","4990","4860","5160","5040","5450","5270","5260","5420","5450","5790","","","",
"Sólo BIRF","IBD","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1199270","1193110","1185050","1169870","1175950","1220470","1247370","1224890","1245290","1260950","1263960","1284310","1318130","1339180","1378790","1402200","1431180","1469180","1487740","1500120","1548290","1573750","1581090","1597140","1615320","1631630","1655170","1680020","1671420","","","",
"BIRF y la AIF","IBT","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1550370","1548650","1546390","1533690","1606450","1657760","1686390","1669060","1703810","1720690","1727140","1740630","1791160","1829790","1873500","1917810","1945540","2001450","2031950","2050380","2111330","2147410","2166620","2197850","2226400","2254930","2296560","2324690","2324630","","","",
"total de la AIF","IDA","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","351100","355540","361340","363820","430500","437290","439020","444170","458520","459740","463180","456320","473030","490610","494710","515610","514360","532270","544210","550260","563040","573660","585530","600710","611080","623300","641390","644670","653210","","","",
"mezcla de la AIF","IDB","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84960","84740","85180","85120","144120","146930","147540","152160","155470","157660","158580","159040","160500","164620","166100","171720","172600","178000","181100","185080","187890","191030","190230","195140","196820","198770","203840","206250","208630","","","",
"Indonesia","IDN","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59370","59490","61530","60410","61880","64290","66490","64190","65510","64040","65600","65890","68310","68840","70830","71890","73790","75470","77940","81480","81450","84310","86520","85010","88350","89070","91090","92500","95690","","","",
"Sólo AIF","IDX","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266140","270800","276160","278700","286380","290360","291480","292010","303050","302080","304600","297280","312530","325990","328610","343890","341760","354270","363110","365180","375150","382630","395300","405570","414260","424530","437550","438420","444580","","","",
"Isla de Man","IMN","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139570","143630","147810","151290","156910","161440","167400","173750","178870","182970","180770","185000","179100","186410","192800","202260","211620","220490","224730","229100","237170","244530","241950","241810","243620","246030","245150","248300","253790","","","",
"No clasificado","INX","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irlanda","IRL","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10090","9830","9910","10260","10490","10520","10440","10590","11080","10810","10710","10470","10780","10180","9840","9590","9410","9230","9190","9440","8990","8870","9370","9300","9230","9360","9420","9760","10060","","","",
"Irán, República Islámica del","IRN","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17710","18430","20340","18880","19510","21630","23880","26670","29210","30450","32270","32790","33970","34920","36330","37100","39280","38400","37910","38220","38210","35720","36850","36910","36220","36380","37260","37210","37580","","","",
"Iraq","IRQ","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4190","2960","3520","4470","4370","4110","4020","4200","4360","4260","4250","5890","6200","3160","3480","4050","4020","3960","4340","5010","4880","5220","5470","5550","5230","4400","4770","5300","5420","","","",
"Islandia","ISL","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","410","400","390","400","390","390","400","410","420","430","420","400","410","400","400","400","420","440","440","390","380","390","390","380","400","410","400","410","400","","","",
"Israel","ISR","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1620","1610","1660","1690","1750","1780","1900","1920","1970","1910","1980","1990","1960","2030","2110","2100","2100","2260","2120","1920","1990","2100","2130","2160","2180","2250","2260","2320","2360","","","",
"Italia","ITA","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28590","28810","28110","27830","27060","27960","28230","27900","28330","28560","28850","27710","28180","27820","29000","27920","22920","22500","21030","19490","18910","17900","18520","18380","17840","18080","18060","17960","17900","","","",
"Jamaica","JAM","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","480","490","490","500","510","510","510","510","510","530","530","530","530","560","540","530","440","420","430","420","420","420","440","430","430","410","410","410","410","","","",
"Jordania","JOR","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","470","580","640","640","580","610","590","600","590","590","530","550","580","600","690","740","960","1160","1140","990","1060","1200","1000","1180","1190","1310","1300","1260","1250","","","",
"Japón","JPN","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28320","27710","28040","28050","29470","29650","30680","31350","29750","23530","26090","22820","22490","22280","22560","22120","21960","20930","20670","20210","19600","18800","18160","18730","18790","18220","18110","18080","18010","","","",
"Kazajstán","KAZ","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18480","17360","15410","14290","13520","11440","9940","8670","7220","6710","6530","7330","11750","8550","9550","9920","10850","9940","10090","9530","11000","9850","9710","8790","10220","10990","10150","13380","10980","","","",
"Kenya","KEN","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10670","10330","10290","10200","10340","10190","9820","9780","10110","10590","9880","10000","10330","11050","11550","11520","11110","16850","16880","16370","16580","17260","17130","17090","18080","17620","18760","17530","18330","","","",
"Kirguistán","KGZ","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2300","2170","1990","1830","1610","1310","1280","1240","1290","1310","1330","1350","1250","1390","1380","1410","1430","1460","1490","1650","1660","1700","1740","1820","1890","1810","1850","1850","1990","","","",
"Camboya","KHM","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2900","2970","3180","3280","3260","3450","3660","3590","3480","3870","3560","3380","3570","3740","3910","3860","4210","4340","4360","4550","4510","4770","4600","4660","4680","4970","4750","5280","5160","","","",
"Kiribati","KIR","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","10","","","",
"Saint Kitts y Nevis","KNA","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","10","20","20","20","20","20","20","20","20","10","10","10","20","20","20","20","20","20","20","20","20","20","20","20","20","20","","","",
"Corea, República de","KOR","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7260","7340","9630","9790","10170","10920","11430","12520","12490","13260","13960","14130","13860","17150","19760","18320","16930","8710","8620","8110","8620","9080","10290","10220","10300","10390","10510","10600","10770","","","",
"Kuwait","KWT","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230","150","160","210","240","260","310","310","330","350","350","340","370","400","390","420","440","460","510","550","540","580","620","640","650","700","710","740","750","","","",
"América Latina y el Caribe (excluido altos ingresos)","LAC","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245240","246630","247500","249080","252520","254030","248540","253230","261950","261630","264380","273500","282460","294430","305900","308710","308130","320160","310140","303260","325720","326840","328140","333150","335700","332850","345050","357540","350830","","","",
"República Democrática Popular Lao","LAO","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1560","1590","1670","1680","1760","1800","1770","1800","1680","1600","1700","1760","1840","1900","2060","2060","2010","2220","2160","2280","2510","2320","2520","2590","2590","2710","2850","2760","2740","","","",
"Líbano","LBN","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360","380","400","440","410","490","490","500","520","510","530","560","510","540","570","500","480","510","500","550","560","660","700","690","700","710","740","760","740","","","",
"Liberia","LBR","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","550","520","510","480","460","440","450","470","500","510","530","540","560","580","590","600","640","670","690","830","750","870","980","1090","1220","1390","1360","1360","1370","","","",
"Libia","LBY","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1350","1350","1280","1310","1260","1330","1300","1300","1410","1500","1370","1350","1460","1490","1620","1710","1790","1870","1890","1940","2000","2000","2010","2010","1910","1890","1940","1950","1970","","","",
"Santa Lucía","LCA","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","40","40","40","50","70","80","80","40","40","40","40","20","20","20","20","20","30","30","30","30","30","30","30","30","30","30","30","30","","","",
"América Latina y el Caribe","LCN","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","267370","269270","270480","272180","275980","277830","272560","277350","286080","285730","289200","298960","307980","320680","333010","336020","335740","348700","340190","333180","354740","354840","357570","362260","364580","361050","373090","385210","379070","","","",
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","262540","267280","272430","274770","282090","285950","285970","285900","297950","296460","298750","292520","308460","322820","326510","338960","335330","349080","357620","359920","371210","377810","389560","400050","408580","419150","431400","433030","437340","","","",
"Países de ingreso bajo","LIC","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164090","168040","172690","174640","181620","184270","187030","189160","199060","198030","201780","194800","206160","215550","217720","227890","226570","236050","242710","243790","249470","252980","262610","268390","274620","281540","292750","293260","297690","","","",
"Liechtenstein","LIE","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","","","",
"Sri Lanka","LKA","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2250","2220","2330","2460","2580","2500","2400","2410","2370","2520","2450","2440","2660","2470","2540","2720","2680","2590","2950","2780","2730","3010","2770","2590","3110","3140","2520","2350","2240","","","",
"Países de ingreso mediano bajo","LMC","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","531210","535300","540720","539300","606250","617000","624620","633720","648350","654030","659150","663410","670540","691240","706810","728350","741400","764230","774460","791930","809170","826910","829060","842660","850950","863730","873720","884910","896400","","","",
"Ingreso mediano y bajo","LMY","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1511640","1510330","1508130","1494380","1566030","1615810","1643450","1624730","1661010","1677460","1682060","1695560","1746110","1783320","1825870","1869190","1896270","1950210","1980180","2003150","2064070","2101620","2119190","2152310","2181800","2210600","2251570","2279960","2279280","","","",
"Lesotho","LSO","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","650","630","690","680","670","630","630","620","590","790","760","750","670","690","660","730","730","770","730","750","750","790","800","780","790","800","790","850","820","","","",
"avanzada del dividendo demográfico","LTE","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","713970","712260","704780","691780","696650","732520","749680","719770","730770","743700","738930","749650","783710","793450","818750","827170","839710","861250","871420","880660","908590","915010","928140","939910","961260","976030","986530","997850","986500","","","",
"Lituania","LTU","Emisiones de óxido nitroso (miles de toneladas métricas de equivalente de CO2)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5860","5590","4820","4220","3820","3700","4140","4240","4490","4480","4690","4740","4990","5090","5320","5570","5520","6290","5990","3900","3800","4140","3960","3720","3780","3780","3640","3660","3530","","","",
