"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Estonia","EST","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35020","31360","23780","18320","17880","16230","17210","16830","16260","15200","14820","15290","14860","16830","16920","17120","15890","19850","18290","14960","18880","18050","16780","19190","17820","15370","15650","16280","16000","","","",
"Etiopía","ETH","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2310","2330","1520","1940","2260","2570","2870","3060","3230","3180","3560","4400","4570","5020","5330","5050","5400","6070","6880","6930","6470","7540","8460","10280","12330","12880","14950","15460","16280","","","",
"Unión Europea","EUU","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3562660","3523680","3409310","3348670","3336380","3389850","3487250","3418590","3410320","3355390","3362290","3418140","3411220","3503750","3508990","3489300","3497050","3456800","3379180","3129340","3215040","3117130","3057640","2983560","2838990","2896820","2904100","2926600","2871000","","","",
"Frágiles y situaciones de conflicto afectados","FCS","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","445035.92518689","448710.627130908","444649.11445594","477734.789791501","485327.723578187","497037.308213076","517945.828693951","541415.820813708","502190.745200827","479279.804430826","501092.971641306","528821.918589205","535835.471886144","526304.178907758","540905.957169954","603093.071272","587109.35714087","581114.194180052","616760.010564035","624025.335169094","668877.283150537","675827.607667825","720516.974958805","742786.577731634","769579.05975614","728295.110353504","730242.179448396","742462.066215819","768352.000586964","","","",
"Finlandia","FIN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54560","55130","52280","53460","59930","56090","62570","60620","57270","56510","55100","61090","63440","71710","67680","55460","67020","65100","56660","54180","62530","55120","49410","50190","46160","42820","45710","43010","44360","","","",
"Fiji","FJI","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","730","730","760","750","750","760","820","800","780","800","850","1080","920","1080","1460","1280","1370","1260","960","970","1160","1110","1030","1130","1310","1510","1740","1810","1900","","","",
"Francia","FRA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","356540","380690","368660","349530","344480","352280","367960","359140","381180","375000","373240","376860","371170","376840","377950","380820","371600","362910","358210","343880","347940","333530","336330","336630","304530","310520","312710","316360","309960","","","",
"Islas Feroe","FRO","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia (Estados Federados de)","FSM","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","110","110","110","120","120","130","130","130","130","150","140","160","160","160","140","140","120","130","110","120","130","140","140","150","170","170","180","","","",
"Gabón","GAB","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4130","4350","4610","4700","4440","4610","4720","4830","4930","4820","4670","4580","4330","4390","4430","4630","4040","4050","4130","4200","4770","5640","5830","5700","5500","5480","5710","4700","4610","","","",
"Reino Unido","GBR","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","556690","570340","552980","540520","535390","524290","544660","522330","525030","522360","530120","544480","530230","542080","542320","540600","541640","529160","514410","465120","481790","444420","467080","453060","414850","400370","378890","366380","358800","","","",
"Georgia","GEO","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33490","25510","20070","16090","10440","8180","6360","5520","4990","4520","4770","3520","2960","3160","3370","4240","4700","5630","4840","5620","5320","6520","7190","7840","8470","9200","9650","9630","9460","","","",
"Ghana","GHA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2790","2560","3080","3190","3460","3710","4090","4290","6100","6580","5740","6210","7420","7130","6620","7020","8430","9050","8560","9950","11150","12210","14220","15010","14370","15130","14110","14780","16110","","","",
"Gibraltar","GIB","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1020","1050","1080","1120","1160","1230","1290","1360","1430","1490","1570","1630","1700","1770","1840","1900","1980","2010","2120","2500","2620","2490","2180","2240","2540","2830","2970","3120","","","",
"Gambia","GMB","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190","200","200","210","210","220","220","230","250","260","240","310","300","300","320","340","360","400","430","480","440","450","460","440","520","530","530","540","570","","","",
"Guinea-Bissau","GNB","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170","170","180","190","180","180","180","200","170","190","150","150","150","200","210","210","220","230","220","230","240","250","250","260","280","280","300","300","310","","","",
"Guinea Ecuatorial","GNQ","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","70","70","990","990","1000","1510","1630","1610","1820","2350","2730","4030","5160","7250","8090","9160","7550","8980","9660","9520","9710","10010","9350","8090","7140","5600","5630","6670","","","",
"Grecia","GRC","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75620","75820","78180","78090","79730","82840","82760","83760","87130","87400","94460","96610","96600","100220","99850","101950","100700","104310","100410","94740","87580","84550","80090","72480","69550","68010","66850","66800","65290","","","",
"Granada","GRD","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","120","160","150","160","170","190","200","230","220","210","230","240","250","230","250","260","280","290","810","290","290","420","320","250","270","280","290","300","","","",
"Groenlandia","GRL","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3930","4030","4830","5110","5430","6350","6190","6550","8290","8200","9420","9810","10470","10540","10750","11520","11510","12410","11240","11850","11450","11740","12150","13010","13950","16340","17460","16510","18210","","","",
"Guam","GUM","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1180","1150","1080","1090","1410","1530","1580","1720","1750","1740","1660","1640","1620","1620","1670","1480","1330","1600","1600","1620","1760","1830","2000","1980","2060","2050","2310","2320","2440","","","",
"Ingreso alto","HIC","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11480502.2762527","11537274.5853964","11558274.5206434","11663374.4303665","11863630.8489318","12036323.4252191","12404974.5024424","12630518.1940902","12635500.1033612","12727420.4129432","13020291.3415628","13085413.4711523","12995443.0481907","13217454.4844947","13368228.7017556","13420742.9257106","13358203.6302308","13529130.0788462","13260270.3194999","12519415.4920487","13046323.8592699","12801832.5782635","12657428.6712179","12755545.7408973","12555228.0693492","12511687.4073803","12409599.1026468","12342149.3597093","12387670.53479","","","",
"Hong Kong, Región Administrativa Especial","HKG","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2460","2460","2740","2910","3270","3880","3930","4070","4710","4780","5040","5850","6130","6770","7610","7030","8030","8610","8650","8150","8210","8780","9140","9340","9460","9870","9400","9000","9770","","","",
"Países pobres muy endeudados (PPME)","HPC","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54317.307039064","53893.8195886016","53430","58010","62240","64980","66940","71390","75730","77890","79050","82780","87790","91840","97010","103480","112740","121540","128480","135980","146550","157750","164190","169460","179610","188990","197520","204450","211980","","","",
"Croacia","HRV","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20330","14630","14960","15490","14830","15400","15340","17050","18470","18510","18050","19200","20280","21610","21110","21470","21620","22890","21740","20320","19460","19040","17460","17040","16340","16680","16940","17480","16580","","","",
"Haití","HTI","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1020","1000","900","700","190","900","1060","1270","1310","1380","1470","1600","1830","1810","1670","1710","1720","2040","2030","1990","2460","2800","2500","2730","3060","3320","3400","3370","3330","","","",
"Hungría","HUN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67420","64550","58000","58380","57780","57430","58460","56990","57350","57910","54630","56300","55630","58230","56390","55960","55460","53860","53030","47840","47880","46910","43430","40760","40630","43380","44480","46550","46390","","","",
"Sólo BIRF","IBD","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8929720.30952365","9061579.14943692","8992417.32566994","9031023.06700145","8956021.91305198","9380375.02158938","9481820.10820219","9604718.38526994","9677669.23430414","9665027.35424118","10029521.56074","10330186.2747057","10748678.5116316","11610546.6861138","12603314.3275769","13515600","14452560","15353190","15854650","16275440","17496240","18689600","19263990","19763900","19941800","19845450","19902630","20344460","20938730","","","",
"BIRF y la AIF","IBT","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9345301.23265918","9486968.27005198","9420890.80998945","9460779.90926054","9377700.12989081","9807726.03028456","9926492.89696303","10057735.7372535","10150810.3022194","10153031.3656852","10528361.0770358","10850955.538259","11281851.8554164","12150804.8243931","13172028.4074717","14113324.9251062","15076894.5414487","16003552.2971897","16518227.673832","16928719.5740067","18186993.8855206","19407255.9828648","19974668.3050602","20490317.3370485","20692928.0367683","20609947.2723096","20713643.2203741","21209797.3741162","21849097.3475507","","","",
"total de la AIF","IDA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","414879.362714165","424702.032844718","427835.212753028","429112.783221395","421014.797181748","426577.761504635","443960.767562412","452310.243851737","472520.0003159","487468.580756789","498242.423053015","520192.492044952","532525.573889185","539373.969021159","567662.567415053","596534.435878924","622982.716638235","648857.783708086","661981.360282573","651492.5554035","688771.557979457","715431.022729622","708230.654279558","723897.076047646","748646.208706264","762084.606366398","808742.642753226","863138.546650109","908170.727606808","","","",
"mezcla de la AIF","IDB","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","276634.874178646","287990.410605147","300176.35189808","308310.317637944","299566.054345643","296174.400734556","305148.77621876","305989.1859631","316394.258988264","325768.829588821","332532.127055178","344417.922010846","348680","345080","363280","373040","385540","395160","396420","377500","398410","414270","400120","415140","423580","424310","449690","474460","505410","","","",
"Indonesia","IDN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147990","161840","170910","185480","196930","222840","234480","257670","261140","278990","280170","301830","306060","335370","343160","344400","364100","379980","377180","394490","416940","480460","486750","454320","490050","490840","494980","532920","583110","","","",
"Sólo AIF","IDX","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137632.260433131","136004.800402882","126779.136356407","119836.49346182","120534.805939555","129562.265796657","137972.376941558","145522.248077654","155328.984178026","160885.122587834","164882.708511102","174942.45637877","183038.832932224","193574.242922407","203623.870319383","222802.162280378","236768.411835087","253072.490119606","265004.52506526","273596.804682614","289951.485320592","300729.786607378","307803.995620959","308398.32850948","324737.446224403","337490.419730626","358755.449013118","388401.579367631","402423.806161202","","","",
"Isla de Man","IMN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","562480","607340","630260","652470","687950","741100","776720","821480","839830","904090","940170","953880","987530","1015890","1087190","1137740","1214250","1336100","1423880","1568530","1665310","1760800","1908570","1966810","2136870","2150220","2183280","2301440","2434520","","","",
"No clasificado","INX","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irlanda","IRL","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31000","31510","31590","31720","32910","33520","34980","36150","38670","40280","42620","44910","44040","44220","44860","46780","47810","47020","46350","41020","40630","36360","37100","35720","35550","36990","38710","37530","37110","","","",
"Irán, República Islámica del","IRN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179240","217670","233400","231280","261180","272400","280240","291410","292830","326410","340750","351010","368720","390680","419710","451200","490770","523740","534090","551430","550890","561730","571120","592480","610670","602230","605760","620780","629290","","","",
"Iraq","IRQ","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64850","46770","67390","88770","99730","96100","98220","115790","81460","64610","74570","84300","79410","72080","75290","88230","83890","77470","86040","107520","120230","131030","151860","162550","168840","162190","172350","174290","188140","","","",
"Islandia","ISL","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1950","1910","1950","1980","2090","2000","2270","2150","2150","2120","2230","2160","2240","2230","2320","2290","2330","2380","2180","2110","1960","1890","1860","2030","2050","2060","2070","2170","2200","","","",
"Israel","ISR","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33800","34520","36860","40500","43360","46770","48730","50970","51500","52980","57000","57950","61080","62890","63160","60990","64330","66590","66700","65720","70510","69820","76060","67000","64710","66140","65260","66040","61970","","","",
"Italia","ITA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","405260","404070","402270","396930","392290","416420","412150","415520","426370","433010","436300","436570","443470","462200","472410","473830","466650","459370","444980","397060","405270","396690","376750","346450","327490","337860","333340","329190","324850","","","",
"Jamaica","JAM","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7470","7400","8150","8320","8380","8680","9040","9200","9720","9980","10060","10080","10250","10590","10570","10560","12060","12020","9620","7880","7480","7600","7110","7580","7400","7290","7750","7190","8510","","","",
"Jordania","JOR","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9930","9780","11920","12200","12990","13600","13870","14370","14610","14630","16270","16250","16870","17310","18580","19870","20170","21090","20010","20660","20200","20760","24120","23800","25590","25360","24860","26100","24700","","","",
"Japón","JPN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1092560","1105660","1117470","1109660","1162940","1172790","1186230","1173990","1131250","1165890","1182950","1170620","1206970","1215780","1211090","1213820","1190260","1226360","1159620","1101210","1156080","1212170","1252220","1260900","1219820","1181500","1171390","1151930","1106150","","","",
"Kazajstán","KAZ","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","237570","247530","255650","218350","196060","172480","149900","126810","130320","118250","114680","111870","121460","136300","150220","162480","180210","189110","232010","204220","223570","242190","241490","256340","205230","206640","223020","225560","220450","","","",
"Kenya","KEN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6140","5890","5950","5860","5870","6370","6970","6640","7160","7490","8230","7610","7420","6530","7430","8330","9300","9370","9910","11710","12640","13030","12130","14100","15030","17090","18770","18890","18400","","","",
"Kirguistán","KGZ","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22760","20420","13800","10110","6550","4600","5770","5690","6030","4790","4670","3970","4970","5590","5560","5300","5320","6470","7510","6760","6350","7620","10060","9380","9710","10270","9700","9340","11000","","","",
"Camboya","KHM","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1260","1300","1350","1380","1470","1510","1610","1700","1940","1910","1960","2150","2210","2380","2380","2640","2950","3600","3940","4730","4920","5190","5420","5580","6630","8580","9900","11370","11160","","","",
"Kiribati","KIR","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","20","20","30","30","30","30","30","30","30","40","30","40","50","50","70","70","60","60","60","50","50","60","60","60","60","80","80","80","","","",
"Saint Kitts y Nevis","KNA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","110","150","140","150","150","150","160","180","180","190","210","230","230","240","220","230","250","250","700","240","260","350","230","230","240","250","240","260","","","",
"Corea, República de","KOR","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","249250","274040","296210","326630","353230","384310","408880","430480","365670","400940","455690","470520","461940","464610","484900","480080","486940","501500","513190","525390","574260","597290","598960","597640","586000","606510","614780","625350","630870","","","",
"Kuwait","KWT","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29250","35750","23010","29260","33750","33800","32940","34050","39890","43730","47170","50820","53390","55630","59490","67250","69670","68740","72910","75040","78250","81160","83590","85260","83580","88040","89880","89720","89460","","","",
"América Latina y el Caribe (excluido altos ingresos)","LAC","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","730330","756650","772120","796090","841170","854470","915350","971060","1016750","1007260","1045530","1046680","1043740","1065120","1109240","1143950","1182150","1231290","1272910","1236790","1312820","1365790","1406200","1443720","1463440","1465780","1442170","1421350","1408370","","","",
"República Democrática Popular Lao","LAO","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","510","550","590","610","630","670","750","790","820","850","900","1000","1110","1150","1210","1260","1640","1730","2050","2540","2880","3040","3270","3910","4420","8660","15360","18510","18790","","","",
"Líbano","LBN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5620","7040","7020","10330","11270","13300","14120","16130","16250","17030","15670","16890","16840","17410","17880","17280","16230","15050","18660","21920","20880","21180","23480","23240","24940","27050","27810","29280","27710","","","",
"Liberia","LBR","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","450","370","400","420","420","420","430","450","490","400","430","450","450","480","560","670","690","640","540","540","730","850","950","910","1220","1260","1410","1260","1320","","","",
"Libia","LBY","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36090","33320","30300","30840","35910","37490","39400","38940","39900","38060","39870","41430","43600","44280","45490","49130","49370","46290","51470","53810","57230","38050","52300","54990","59700","53840","51180","56810","58940","","","",
"Santa Lucía","LCA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170","180","270","260","280","310","320","320","360","370","360","420","380","430","420","380","410","320","320","1050","400","380","520","320","360","380","350","370","390","","","",
"América Latina y el Caribe","LCN","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","898155.216091671","922778.614828685","943128.950553217","973334.735648581","1022733.78002329","1046524.89570324","1128920.91835249","1197959.81291522","1242953.84696352","1231718.02569317","1272236.00086141","1275047.49362735","1281746.35725737","1296341.76013611","1352256.97186002","1407157.20424605","1443097.62260045","1503174.24960968","1561200.61835638","1529249.06879986","1611015.80425963","1672787.44676312","1731737.4467073","1775929.64707867","1787601.90946431","1780141.81133088","1745155.47355409","1710737.52420652","1686621.61513845","","","",
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67748.9360908503","67170.8388816918","66673.8781229416","66754.4751348762","70421.6391779029","82823.5043893476","86470.5191793907","92092.1607618327","94943.2800590211","101431.339519761","106105.96621197","114226.115164387","119454.846313647","133840.936108874","141496.750328571","149072.082927036","159132.28558104","171878.562343664","182461.895535676","198920.387077628","214584.122609912","226847.509645144","237290","255240","274540","285710","306870","327500","334820","","","",
"Países de ingreso bajo","LIC","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185668.599113478","181634.523147116","166226.172839506","155991.440329218","151423.623750735","149699.34861846","144415.604938272","139898.205761317","137881.509700176","145071.031158142","152361.387419165","159581.159318048","159117.319223986","166246.339800118","172770.351557907","190688.696061141","199531.908289242","194328.832451499","209776.724279835","195680.018812463","196174.109347443","181028.721928277","171520","153090","159270","144170","152460","149010","145890","","","",
"Liechtenstein","LIE","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","210","210","210","200","200","210","220","230","230","220","210","220","230","230","230","230","200","220","210","190","180","190","190","160","160","150","160","140","","","",
"Sri Lanka","LKA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3840","3980","5250","5090","5770","5820","8360","8340","8610","9500","10930","10850","11380","12410","12870","13980","12410","13590","12810","12290","13070","15420","16830","14480","17600","20360","21930","23310","21630","","","",
"Países de ingreso mediano bajo","LMC","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2214723.61348678","2289489.74576657","2274963.5824958","2256077.47822455","2239877.93231036","2341736.58703445","2370296.3062854","2463934.89439461","2497145.96841301","2633067.77723143","2693695.78075188","2776898.89404879","2869404.71688059","2996256.86963886","3139548.1792935","3262390.78158924","3441687.85439739","3680055.62939476","3798618.03657175","3947432.50198852","4152009.79046292","4382849.63446688","4572461.27583989","4654787.37071177","4915909.34458399","4969767.63117192","5097993.0549636","5310880.13677159","5611265.63354813","","","",
"Ingreso mediano y bajo","LMY","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8986389.84830013","9120549.29224397","9040638.17722315","9062952.06466926","8974687.57583465","9390212.40316218","9465843.36756565","9589495.73981076","9702286.48447441","9721937.52128765","10114978.2789858","10438674.802346","10861397.3349556","11726900.3259241","12735123.8681625","13661791.3795953","14617649.0515938","15521999.9687561","16034244.9549605","16443086.0771516","17674433.8230157","18875223.830342","19437604.3266465","19939543.2888572","20166202.4784645","20083413.3754296","20192584.4992092","20677759.4687236","21324369.1858146","","","",
"Lesotho","LSO","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1390","1450","1500","1540","1580","1610","1640","1670","1710","1720","1750","1770","1800","1820","1870","1900","1920","1960","2010","2100","2160","2210","2280","2290","2310","2230","2270","2440","2570","","","",
"avanzada del dividendo demográfico","LTE","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6286223.98569247","6386086.05022703","6283419.60562149","6295270.37301819","6190462.95007889","6503618.72467119","6511016.65919534","6478469.76790567","6539472.57310549","6480640.90086384","6735708.81728349","6977991.17294944","7303912.40521249","8006374.43259678","8841567.06513244","9617716.94305552","10375323.4039105","11007040.6498356","11370317.5102569","11657972.4067326","12662181.8407785","13623841.9864064","13962678.6320349","14402994.4260918","14330427.4889953","14275075.2262162","14255076.8596711","14512281.9819601","14881166.4245584","","","",
"Lituania","LTU","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32220","34290","19980","15740","14810","13740","14230","13920","14710","12250","10510","11150","11220","11230","11910","12830","13020","13210","13060","11690","12600","11840","11930","11330","10860","11070","11200","11220","11590","","","",
"Luxemburgo","LUX","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11320","11780","11460","11670","10840","8680","8760","8270","7590","7950","8580","9140","9840","10260","11680","11940","11740","11140","11040","10460","11060","10930","10690","10150","9650","9130","8860","9000","9320","","","",
"Letonia","LVA","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18780","17200","13970","11760","10220","9000","9010","8530","8130","7550","6930","7360","7350","7590","7620","7720","8200","8530","8110","7360","8520","7900","7570","7450","7280","7320","7150","7120","7630","","","",
"Región Administrativa Especial de Macao, China","MAC","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isla de San Martín (parte francesa)","MAF","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marruecos","MAR","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21730","23450","25260","25980","28130","29200","28890","30330","31050","32600","33290","36920","38270","38210","42170","44490","46190","47730","50180","50540","53660","57790","60150","59720","61160","63150","63080","65930","66680","","","",
"Mónaco","MCO","Emisiones de CO2 (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
